刻みのり	6.000000
にんじん	3.953488
天ぷら粉	3.200000
里芋	2.502075
しょうゆ	1.945687
にんにく	1.794393
新玉ねぎ	1.777778
油揚げ	1.764706
カレー粉	1.714286
みょうが	1.600000
みりん	1.505618
ポン酢	1.500000
卵	1.488372
米	1.142857
青じその葉	1.071429
ごぼう	1.021858
かつおのたたき添付のたれ	1.000000
お好みのたれ（ポン酢、ごまだれ）	1.000000
昆布（10cm）	1.000000
鯛の切り身（骨付き）	1.000000
あんこ（市販品）	1.000000
鯖(鯵)	1.000000
干ししいたけの戻し汁	1.000000
鯵の刺身	1.000000
讃岐うどん	1.000000
白いりごま	1.000000
かつおのたたき	1.000000
だししょうゆ（またはめんつゆ）	1.000000
薬味（もみじおろし、ゆずこしょう）	1.000000
カリフラワー	1.000000
鯛	1.000000
干ししいたけ	1.000000
はまち（刺し身用）	1.000000
なす	0.909091
水	0.898575
万能ねぎ	0.853333
ねぎ	0.829374
しょうが	0.555224
ダシ昆布	0.500000
塩	0.344556
かつお	0.301226
貝割れ菜	0.301226
酢	0.291667
大葉	0.218750
揚げ油	0.203732
酒	0.178922
わけぎ	0.163043
小麦粉	0.085333
さつまいも	0.064725
鶏もも肉	0.054561
すし酢	0.053571
ご飯	0.048077
